,year,team,topicID,un,cut-off,fnCutoff,pairwiseBiasCut
261,2005.0,uams05run1,3.0,100,80,11,0.45586297760210803
262,2005.0,uams05run1,3.0,100,100,14,0.4775747508305648
263,2005.0,uams05run2,3.0,100,10,0,1
264,2005.0,uams05run2,3.0,100,20,0,1
265,2005.0,uams05run2,3.0,100,40,5,0.5142857142857142
266,2005.0,uams05run2,3.0,100,80,9,0.2535211267605634
267,2005.0,uams05run2,3.0,100,100,11,0.20224719101123595
268,2005.0,uams05run3,3.0,100,10,0,1
269,2005.0,uams05run3,3.0,100,20,1,1.0
270,2005.0,uams05run3,3.0,100,40,4,0.6875
271,2005.0,uams05run3,3.0,100,80,10,0.5328571428571428
272,2005.0,uams05run3,3.0,100,100,14,0.5739202657807309
273,2005.0,uams05run4,3.0,100,10,0,1
274,2005.0,uams05run4,3.0,100,20,0,1
275,2005.0,uams05run4,3.0,100,40,4,0.7083333333333334
276,2005.0,uams05run4,3.0,100,80,10,0.5485714285714286
277,2005.0,uams05run4,3.0,100,100,12,0.5198863636363636
278,2005.0,uogES05B2,3.0,100,10,0,1
279,2005.0,uogES05B2,3.0,100,20,1,1.0
280,2005.0,uogES05B2,3.0,100,40,2,0.6842105263157895
281,2005.0,uogES05B2,3.0,100,80,7,0.6927592954990215
282,2005.0,uogES05B2,3.0,100,100,8,0.5964673913043478
283,2005.0,uogES05CbaDT,3.0,100,10,0,1
284,2005.0,uogES05CbaDT,3.0,100,20,0,1
285,2005.0,uogES05CbaDT,3.0,100,40,2,0.7236842105263158
286,2005.0,uogES05CbaDT,3.0,100,80,6,0.6891891891891891
287,2005.0,uogES05CbaDT,3.0,100,100,9,0.6642246642246642
288,2005.0,uogES05Cbase,3.0,100,10,0,1
289,2005.0,uogES05Cbase,3.0,100,20,0,1
290,2005.0,uogES05Cbase,3.0,100,40,2,0.8157894736842105
291,2005.0,uogES05Cbase,3.0,100,80,5,0.6426666666666667
292,2005.0,uogES05Cbase,3.0,100,100,8,0.6494565217391305
293,2005.0,uogES05CbiH,3.0,100,10,1,1.0
294,2005.0,uogES05CbiH,3.0,100,20,1,0.47368421052631576
295,2005.0,uogES05CbiH,3.0,100,40,3,0.5765765765765766
296,2005.0,uogES05CbiH,3.0,100,80,6,0.5945945945945946
297,2005.0,uogES05CbiH,3.0,100,100,8,0.5869565217391305
298,2005.0,uogES05Cbis,3.0,100,10,0,1
299,2005.0,uogES05Cbis,3.0,100,20,0,1
300,2005.0,uogES05Cbis,3.0,100,40,2,0.7236842105263158
301,2005.0,uogES05Cbis,3.0,100,80,6,0.6599099099099099
302,2005.0,uogES05Cbis,3.0,100,100,8,0.626358695652174
303,2005.0,CNDS01,4.0,NA,NA,NA,NA
304,2005.0,CNDS02,4.0,NA,NA,NA,NA
305,2005.0,CNDS03,4.0,NA,NA,NA,NA
306,2005.0,CNDS04LC,4.0,NA,NA,NA,NA
307,2005.0,CNDS06,4.0,NA,NA,NA,NA
308,2005.0,DREXEXP1,4.0,NA,NA,NA,NA
309,2005.0,DREXEXP2,4.0,NA,NA,NA,NA
310,2005.0,LLEXemails,4.0,100,10,0,1
311,2005.0,LLEXemails,4.0,100,20,2,0.8055555555555556
312,2005.0,LLEXemails,4.0,100,40,6,0.5343137254901961
313,2005.0,LLEXemails,4.0,100,80,15,0.5733333333333334
314,2005.0,LLEXemails,4.0,100,100,17,0.5038979447200567
315,2005.0,MSRA051,4.0,100,10,2,0.875
316,2005.0,MSRA051,4.0,100,20,2,0.3888888888888889
317,2005.0,MSRA051,4.0,100,40,3,0.32432432432432434
318,2005.0,MSRA051,4.0,100,80,8,0.5572916666666666
319,2005.0,MSRA051,4.0,100,100,11,0.5699693564862104
320,2005.0,MSRA052,4.0,100,10,2,0.875
321,2005.0,MSRA052,4.0,100,20,2,0.3888888888888889
322,2005.0,MSRA052,4.0,100,40,3,0.3333333333333333
323,2005.0,MSRA052,4.0,100,80,7,0.49510763209393344
324,2005.0,MSRA052,4.0,100,100,11,0.575076608784474
325,2005.0,MSRA053,4.0,100,10,2,0.875
326,2005.0,MSRA053,4.0,100,20,2,0.3888888888888889
327,2005.0,MSRA053,4.0,100,40,3,0.32432432432432434
328,2005.0,MSRA053,4.0,100,80,8,0.5572916666666666
329,2005.0,MSRA053,4.0,100,100,11,0.5699693564862104
330,2005.0,MSRA054,4.0,100,10,2,0.875
331,2005.0,MSRA054,4.0,100,20,2,0.3888888888888889
332,2005.0,MSRA054,4.0,100,40,3,0.32432432432432434
333,2005.0,MSRA054,4.0,100,80,8,0.5572916666666666
334,2005.0,MSRA054,4.0,100,100,11,0.5699693564862104
335,2005.0,MSRA055,4.0,100,10,2,0.875
336,2005.0,MSRA055,4.0,100,20,2,0.3888888888888889
337,2005.0,MSRA055,4.0,100,40,3,0.3333333333333333
338,2005.0,MSRA055,4.0,100,80,7,0.49510763209393344
339,2005.0,MSRA055,4.0,100,100,11,0.575076608784474
340,2005.0,PRISEX1,4.0,NA,NA,NA,NA
341,2005.0,PRISEX2,4.0,NA,NA,NA,NA
342,2005.0,PRISEX3,4.0,NA,NA,NA,NA
343,2005.0,PRISEX4,4.0,NA,NA,NA,NA
344,2005.0,PRISEX5,4.0,NA,NA,NA,NA
345,2005.0,qmirex1,4.0,NA,NA,NA,NA
346,2005.0,qmirex2,4.0,NA,NA,NA,NA
347,2005.0,qmirex3,4.0,NA,NA,NA,NA
348,2005.0,qmirex4,4.0,NA,NA,NA,NA
349,2005.0,THUENT0501,4.0,NA,NA,NA,NA
350,2005.0,THUENT0502,4.0,NA,NA,NA,NA
351,2005.0,THUENT0503,4.0,NA,NA,NA,NA
352,2005.0,THUENT0504,4.0,NA,NA,NA,NA
353,2005.0,THUENT0505,4.0,NA,NA,NA,NA
354,2005.0,uams05run0,4.0,100,10,0,1
355,2005.0,uams05run0,4.0,100,20,0,1
356,2005.0,uams05run0,4.0,100,40,0,1
357,2005.0,uams05run0,4.0,100,80,6,0.6058558558558559
358,2005.0,uams05run0,4.0,100,100,9,0.6349206349206349
359,2005.0,uams05run1,4.0,100,10,0,1
360,2005.0,uams05run1,4.0,100,20,1,0.5263157894736842
361,2005.0,uams05run1,4.0,100,40,3,0.6756756756756757
362,2005.0,uams05run1,4.0,100,80,6,0.5337837837837838
363,2005.0,uams05run1,4.0,100,100,6,0.42021276595744683
364,2005.0,uams05run2,4.0,100,10,1,0.2222222222222222
365,2005.0,uams05run2,4.0,100,20,2,0.3611111111111111
366,2005.0,uams05run2,4.0,100,40,2,0.17105263157894737
367,2005.0,uams05run2,4.0,100,80,9,0.6338028169014085
368,2005.0,uams05run2,4.0,100,100,10,0.5155555555555555
369,2005.0,uams05run3,4.0,100,10,1,0.4444444444444444
370,2005.0,uams05run3,4.0,100,20,1,0.21052631578947367
371,2005.0,uams05run3,4.0,100,40,3,0.5675675675675675
372,2005.0,uams05run3,4.0,100,80,6,0.5292792792792793
373,2005.0,uams05run3,4.0,100,100,8,0.5421195652173914
374,2005.0,uams05run4,4.0,100,10,1,0.4444444444444444
375,2005.0,uams05run4,4.0,100,20,1,0.21052631578947367
376,2005.0,uams05run4,4.0,100,40,3,0.5765765765765766
